pwacc,name,pwtype,category,url,source,srcid,externalid,extid,taxid,taxname,core,cids,geneids,protacxns,pmids,ecs,annotation
PathBank:SMP0063670,Steroid Biosynthesis,organism_specific,Metabolic,http://pathbank.org/view/SMP0063670,PathBank,10,SMP0063670,SMP0063670,10090,Mus musculus (house mouse),0,280|449|647|962|977|985|1061|1195|5886|5957|5997|6022|6816|65728|92746|101770|129846|246983|439214|439218|439400|439418|439423|439577|440558|440560|440670|443212|444493|445713|445995|644102|5280795|11975273|18971002|22212495|22833512|23724604|50990081|53477723|53477900|53477909,15360|16889|67883|68603|80707|223920|235293,O88822|O88908|P54869|Q91WL8|Q91XL3|Q9D1G2|Q9Z0M5,NULL,1.1.1.-|1.14.19.20|2.3.1.26|2.3.3.10|2.7.4.2|3.1.1.13|4.1.1.35,NULL
PathBank:SMP0063686,Urea Cycle,organism_specific,Metabolic,http://pathbank.org/view/SMP0063686,PathBank,10,SMP0063686,SMP0063686,10090,Mus musculus (house mouse),0,51|222|278|280|962|970|1004|1060|1061|1176|5893|5950|5957|5961|6022|6083|6262|16950|28782|33032|439153|644102|6992098|21883788|44367445,11846|11898|14660|14661|14719|18416|22229|69719|109900|242607|381411,B2RQC6|D3Z7P3|P05202|P11725|P16460|P26443|P56501|Q3UX83|Q61176|Q8JZR4|Q91YI0,NULL,1.4.1.3|2.1.3.2|2.1.3.3|2.6.1.1|2.6.1.7|3.5.1.2|3.5.2.3|3.5.3.1|4.3.2.1|6.3.4.5|6.3.5.5,NULL
PathBank:SMP0063693,Tryptophan Metabolism,organism_specific,Metabolic,http://pathbank.org/view/SMP0063693,PathBank,10,SMP0063693,SMP0063693,10090,Mus musculus (house mouse),0,51|86|227|280|472|784|800|802|896|903|910|962|977|1066|1125|1150|1826|1864|3845|5202|5699|5886|5893|5950|5957|6083|6088|6305|6816|11811|18986|33032|74688|101399|114918|129803|150885|161166|164719|171161|439153|439280|440738|440741|440743|440744|440745|444493|644102|5280625|5280673|18971002|22833512|24762165|25246222,12359|22375|69748|246277,P24270|P32921|Q571I9|Q9DBE0,NULL,1.11.1.6|4.1.1.11|4.1.1.29|6.1.1.2,NULL
Reactome:R-MMU-8964540,Alanine metabolism,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-8964540,Reactome,3,R-MMU-8964540,R-MMU-8964540,10090,Mus musculus (house mouse),0,107735|164533|5460299|7311724,76282|108682,Q8BGT5|Q8QZR5,371355|1094924,2.6.1.2,NULL
Reactome:R-MMU-8963691,Phenylalanine and tyrosine metabolism,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-8963691,Reactome,3,R-MMU-8963691,R-MMU-8963691,10090,Mus musculus (house mouse),0,222|280|784|803|887|962|977|979|1038|27284|107735|134601|164533|643975|4592697|5459934|5460066|5460294|5460299|5460307|5460389|6925665|6942100|6971017|7048684|7311724|15938971|21604869|54679076|135402045|135476778|135476784,13180|14085|14874|15233|15445|18478|66514|70266|110391|234724|100328588,O09046|O09173|P16331|P35505|P49429|P61458|Q8BTY1|Q8BVI4|Q8C0M9|Q8QZR1|Q9WVL0,NULL,1.13.11.27|1.13.11.5|1.14.16.1|1.4.3.2|1.4.3.25|1.5.1.34|2.5.1.18|2.6.1.5|2.6.1.64|2.6.1.7|3.4.19.5|3.5.1.1|3.7.1.2|4.2.1.96|4.4.1.13|5.2.1.2,NULL
PathBank:SMP0100465,Phospholipase C Signaling Pathway,organism_specific,Signaling,http://pathbank.org/view/SMP0100465,PathBank,10,SMP0100465,SMP0100465,10090,Mus musculus (house mouse),0,271|962,107650|320207,Q5SW28|Q6GSA6|Q6P1G1|Q8BKC8|Q8BTV7,NULL,2.7.1.67,NULL
PathBank:SMP0100469,Rac 1 cell motility signaling pathway,organism_specific,Signaling,http://pathbank.org/view/SMP0100469,PathBank,10,SMP0100469,SMP0100469,10090,Mus musculus (house mouse),1,NULL,12443|12575|12631|16885|18538|19353,O35911|O88643|P17918|P18760|P25322|P39689|P53668|P63001|Q6ZWM3|Q8BPT7|Q8C4N3|Q8CHX0|Q99KP2|Q9CRE5|Q9D7M3|Q9D8S6|Q9ERD3|Q9ERQ9|Q9JLS6|Q9QVP3|Q9R256,NULL,2.7.11.1|3.6.5.2,NULL
PathBank:SMP0108162,Phospholipase C Signaling Pathway,organism_specific,Protein,http://pathbank.org/view/SMP0108162,PathBank,10,SMP0108162,SMP0108162,10090,Mus musculus (house mouse),0,271|962,18750|107650|320207,P20444|Q5SW28|Q6GSA6|Q6P1G1|Q8BKC8|Q8BTV7,NULL,2.7.1.67|2.7.11.13,NULL
PathBank:SMP0120883,Rac 1 Cell Motility Signaling Pathway,organism_specific,Protein,http://pathbank.org/view/SMP0120883,PathBank,10,SMP0120883,SMP0120883,10090,Mus musculus (house mouse),0,NULL,12443|12575|12631|16885|18538|19353,O35911|O88643|P17918|P18760|P25322|P39689|P53668|P63001|Q6ZWM3|Q8BPT7|Q8C4N3|Q8CHX0|Q99KP2|Q9CRE5|Q9D7M3|Q9D8S6|Q9ERD3|Q9ERQ9|Q9JLS6|Q9QVP3|Q9R256,NULL,2.7.11.1|3.6.5.2,NULL
Reactome:R-MMU-9012999,RHO GTPase cycle,organism_specific,pathway,https://reactome.org/content/detail/R-MMU-9012999,Reactome,3,R-MMU-9012999,R-MMU-9012999,10090,Mus musculus (house mouse),0,962|3681305|135398618|135398632,11848|11852|11853|11854|11858|12539|12540|12638|13057|13058|14570|17969|17970|17972|19353|19354|23912|56212|69288|69581|74194|74734|80837|94221|104215|170758|192662|223881|228543|246710,O70145|P26361|P60764|P60766|P61588|P62746|P63001|P84096|P97348|P97369|Q05144|Q09014|Q61081|Q61093|Q61462|Q62159|Q62160|Q8BH60|Q8BLR7|Q8BYP3|Q8R527|Q8VDU1|Q91V93|Q99PT1|Q9D3G9|Q9DAK3|Q9EQT3|Q9ER71|Q9QUI0|Q9QYM5,9308960|12636908|15546864|16190977|16212495|16254241|17035353|17222083|18298893|18311041|19818399|22103495|22260703|22931484|23648569|23732472|23850828|24071720|24622787|25482645|26363959|26555387|26707701|27301673|27314390|27314616|27481945|27548350|27556037|27628050|27875099|28029388|28350208|28541439|28610953|28664531|29157138|29222186|29330095|29364559|29596304|31113848|31208035|31344837|31514269|31894645,1.-.-.-|3.6.5.2|5.6.1.6,NULL
